[LOG] TransitionLogger initialized with ID: 61593d5a-eb80-43d3-9d2e-5859f75737aa
State(column0: held, column1: region_2, column2: region_1)
place_goal_2_right_0
Action: Action(ActionType.PLACE, obj=/column0, slot=/goal_2,grasp=GraspType.RIGHT_0)
[EXEC] Placing at [-0.6000000000000001, 0.8250000000000003, 0.5] with grasp right_0

[INFO] Found 2048 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 2.32 seconds
[INFO] Found a reachable configuration for place action after 1 attempts.
[INFO] Place action completed successfully.
realigning placed object /column0 to target position
[EXEC] Action ActionType.PLACE executed in 21.14 seconds
[SUCCESS] Action ActionType.PLACE succeeded for object /column0
Action duration: 2.32
reward 2.32
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Step 4
State fingerprint: frozenset({('/column1', '/region_2'), ('/column0', '/goal_2'), ('/column2', '/region_1')})
policy state State(column0: goal_2, column1: region_2, column2: region_1)
policy value 25.95000220097609
State(column0: goal_2, column1: region_2, column2: region_1)
pick_column2_front_270
Action: Action(ActionType.PICK, obj=/column2, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column2 with front_270

[INFO] Found 2944 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 2.87 seconds
[ERROR] Action ActionType.PICK failed for object /column2
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Step 6
State fingerprint: frozenset({('/column1', '/region_2'), ('/column0', '/goal_2'), ('/column2', '/region_1')})
State has been visited before, stopping to avoid loops
policy state State(column0: goal_2, column1: region_2, column2: region_1)
policy value 25.95000220097609
State(column0: goal_2, column1: region_2, column2: region_1)
pick_column2_front_270
Action: Action(ActionType.PICK, obj=/column2, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column2 with front_270

[INFO] Found 1920 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 2.26 seconds
[ERROR] Action ActionType.PICK failed for object /column2
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Goal achieved: False
Goal region occupancy: ['None', 'None', '/column0']
Number of actions: 4
Total task time: 6.8420000000000005 sec
connected to simulation
simulation is explicitly stepped
Joint handles retrieved
State(column0: region_0, column1: region_2, column2: region_1)
Reading in option: pick_column0_top_0
Reading in option: pick_column0_left_0
Reading in option: pick_column0_right_0
Reading in option: pick_column0_front_270
Reading in option: pick_column1_top_0
Reading in option: pick_column1_left_0
Reading in option: pick_column1_right_0
Reading in option: pick_column1_front_270
Reading in option: pick_column2_top_0
Reading in option: pick_column2_left_0
Reading in option: pick_column2_right_0
Reading in option: pick_column2_front_270
Reading in option: place_goal_0_top_0
Reading in option: place_goal_0_left_0
Reading in option: place_goal_0_right_0
Reading in option: place_goal_0_front_270
Reading in option: place_goal_1_top_0
Reading in option: place_goal_1_left_0
Reading in option: place_goal_1_right_0
Reading in option: place_goal_1_front_270
Reading in option: place_goal_2_top_0
Reading in option: place_goal_2_left_0
Reading in option: place_goal_2_right_0
Reading in option: place_goal_2_front_270
Reading in option: place_region_0_top_0
Reading in option: place_region_0_left_0
Reading in option: place_region_0_right_0
Reading in option: place_region_0_front_270
Reading in option: place_region_1_top_0
Reading in option: place_region_1_left_0
Reading in option: place_region_1_right_0
Reading in option: place_region_1_front_270
Reading in option: place_region_2_top_0
Reading in option: place_region_2_left_0
Reading in option: place_region_2_right_0
Reading in option: place_region_2_front_270
Creating MDP...
Synthesising Policy...
Step 0
State fingerprint: frozenset({('/column1', '/region_2'), ('/column2', '/region_1'), ('/column0', '/region_0')})
policy state State(column0: region_0, column1: region_2, column2: region_1)
policy value 34.92374790436313
State(column0: region_0, column1: region_2, column2: region_1)
pick_column0_front_270
Action: Action(ActionType.PICK, obj=/column0, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column0 with front_270

[INFO] Found 3072 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 4.52 seconds
[INFO] Found a reachable configuration for pick action after 1 attempts.
Tip distance after pick: 0.021675934910843967
[INFO] Pick action completed successfully.in execution time: 4.52 seconds
[EXEC] Action ActionType.PICK executed in 19.37 seconds
[SUCCESS] Action ActionType.PICK succeeded for object /column0
Action duration: 4.52
reward 4.52
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Step 2
State fingerprint: frozenset({('/column1', '/region_2'), ('/column0', 'held'), ('/column2', '/region_1')})
policy state State(column0: held, column1: region_2, column2: region_1)
policy value 31.343625534525195
State(column0: held, column1: region_2, column2: region_1)
place_goal_2_right_0
Action: Action(ActionType.PLACE, obj=/column0, slot=/goal_2,grasp=GraspType.RIGHT_0)
[EXEC] Placing at [-0.6000000000000001, 0.8250000000000003, 0.5] with grasp right_0

[INFO] Found 1984 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 2.32 seconds
[INFO] Found a reachable configuration for place action after 1 attempts.
[INFO] Place action completed successfully.
realigning placed object /column0 to target position
[EXEC] Action ActionType.PLACE executed in 18.92 seconds
[SUCCESS] Action ActionType.PLACE succeeded for object /column0
Action duration: 2.32
reward 2.32
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Step 4
State fingerprint: frozenset({('/column1', '/region_2'), ('/column0', '/goal_2'), ('/column2', '/region_1')})
policy state State(column0: goal_2, column1: region_2, column2: region_1)
policy value 25.95000220097609
State(column0: goal_2, column1: region_2, column2: region_1)
pick_column2_front_270
Action: Action(ActionType.PICK, obj=/column2, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column2 with front_270

[INFO] Found 2752 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 2.58 seconds
[ERROR] Action ActionType.PICK failed for object /column2
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Step 6
State fingerprint: frozenset({('/column1', '/region_2'), ('/column0', '/goal_2'), ('/column2', '/region_1')})
State has been visited before, stopping to avoid loops
policy state State(column0: goal_2, column1: region_2, column2: region_1)
policy value 25.95000220097609
State(column0: goal_2, column1: region_2, column2: region_1)
pick_column2_front_270
Action: Action(ActionType.PICK, obj=/column2, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column2 with front_270

[INFO] Found 1664 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 1.94 seconds
[ERROR] Action ActionType.PICK failed for object /column2
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Goal achieved: False
Goal region occupancy: ['None', 'None', '/column0']
Number of actions: 4
Total task time: 6.8420000000000005 sec
connected to simulation
simulation is explicitly stepped
Joint handles retrieved
State(column0: region_0, column1: region_2, column2: region_1)
Reading in option: pick_column0_top_0
Reading in option: pick_column0_left_0
Reading in option: pick_column0_right_0
Reading in option: pick_column0_front_270
Reading in option: pick_column1_top_0
Reading in option: pick_column1_left_0
Reading in option: pick_column1_right_0
Reading in option: pick_column1_front_270
Reading in option: pick_column2_top_0
Reading in option: pick_column2_left_0
Reading in option: pick_column2_right_0
Reading in option: pick_column2_front_270
Reading in option: place_goal_0_top_0
Reading in option: place_goal_0_left_0
Reading in option: place_goal_0_right_0
Reading in option: place_goal_0_front_270
Reading in option: place_goal_1_top_0
Reading in option: place_goal_1_left_0
Reading in option: place_goal_1_right_0
Reading in option: place_goal_1_front_270
Reading in option: place_goal_2_top_0
Reading in option: place_goal_2_left_0
Reading in option: place_goal_2_right_0
Reading in option: place_goal_2_front_270
Reading in option: place_region_0_top_0
Reading in option: place_region_0_left_0
Reading in option: place_region_0_right_0
Reading in option: place_region_0_front_270
Reading in option: place_region_1_top_0
Reading in option: place_region_1_left_0
Reading in option: place_region_1_right_0
Reading in option: place_region_1_front_270
Reading in option: place_region_2_top_0
Reading in option: place_region_2_left_0
Reading in option: place_region_2_right_0
Reading in option: place_region_2_front_270
Creating MDP...
Synthesising Policy...
Step 0
State fingerprint: frozenset({('/column1', '/region_2'), ('/column2', '/region_1'), ('/column0', '/region_0')})
policy state State(column0: region_0, column1: region_2, column2: region_1)
policy value 34.92374790436313
State(column0: region_0, column1: region_2, column2: region_1)
pick_column0_front_270
Action: Action(ActionType.PICK, obj=/column0, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column0 with front_270

[INFO] Found 2368 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 4.56 seconds
[INFO] Found a reachable configuration for pick action after 1 attempts.
Tip distance after pick: 0.020703272524688288
[INFO] Pick action completed successfully.in execution time: 4.56 seconds
[EXEC] Action ActionType.PICK executed in 21.06 seconds
[SUCCESS] Action ActionType.PICK succeeded for object /column0
Action duration: 4.56
reward 4.56
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Step 2
State fingerprint: frozenset({('/column1', '/region_2'), ('/column0', 'held'), ('/column2', '/region_1')})
policy state State(column0: held, column1: region_2, column2: region_1)
policy value 31.343625534525195
State(column0: held, column1: region_2, column2: region_1)
place_goal_2_right_0
Action: Action(ActionType.PLACE, obj=/column0, slot=/goal_2,grasp=GraspType.RIGHT_0)
[EXEC] Placing at [-0.6000000000000001, 0.8250000000000003, 0.5] with grasp right_0

[INFO] Found 2368 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 2.32 seconds
[INFO] Found a reachable configuration for place action after 1 attempts.
[INFO] Place action completed successfully.
realigning placed object /column0 to target position
[EXEC] Action ActionType.PLACE executed in 22.06 seconds
[SUCCESS] Action ActionType.PLACE succeeded for object /column0
Action duration: 2.32
reward 2.32
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Step 4
State fingerprint: frozenset({('/column1', '/region_2'), ('/column0', '/goal_2'), ('/column2', '/region_1')})
policy state State(column0: goal_2, column1: region_2, column2: region_1)
policy value 25.95000220097609
State(column0: goal_2, column1: region_2, column2: region_1)
pick_column2_front_270
Action: Action(ActionType.PICK, obj=/column2, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column2 with front_270

[INFO] Found 2752 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 2.47 seconds
[ERROR] Action ActionType.PICK failed for object /column2
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Step 6
State fingerprint: frozenset({('/column1', '/region_2'), ('/column0', '/goal_2'), ('/column2', '/region_1')})
State has been visited before, stopping to avoid loops
policy state State(column0: goal_2, column1: region_2, column2: region_1)
policy value 25.95000220097609
State(column0: goal_2, column1: region_2, column2: region_1)
pick_column2_front_270
Action: Action(ActionType.PICK, obj=/column2, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column2 with front_270

[INFO] Found 2176 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 2.24 seconds
[ERROR] Action ActionType.PICK failed for object /column2
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Goal achieved: False
Goal region occupancy: ['None', 'None', '/column0']
Number of actions: 4
Total task time: 6.882 sec
Running study for permutation 1, at limit 4000
connected to simulation
simulation is explicitly stepped
Joint handles retrieved
State(column0: region_0, column1: region_1, column2: region_2)
Reading in option: pick_column0_top_0
Reading in option: pick_column0_left_0
Reading in option: pick_column0_right_0
Reading in option: pick_column0_front_270
Reading in option: pick_column1_top_0
Reading in option: pick_column1_left_0
Reading in option: pick_column1_right_0
Reading in option: pick_column1_front_270
Reading in option: pick_column2_top_0
Reading in option: pick_column2_left_0
Reading in option: pick_column2_right_0
Reading in option: pick_column2_front_270
Reading in option: place_goal_0_top_0
Reading in option: place_goal_0_left_0
Reading in option: place_goal_0_right_0
Reading in option: place_goal_0_front_270
Reading in option: place_goal_1_top_0
Reading in option: place_goal_1_left_0
Reading in option: place_goal_1_right_0
Reading in option: place_goal_1_front_270
Reading in option: place_goal_2_top_0
Reading in option: place_goal_2_left_0
Reading in option: place_goal_2_right_0
Reading in option: place_goal_2_front_270
Reading in option: place_region_0_top_0
Reading in option: place_region_0_left_0
Reading in option: place_region_0_right_0
Reading in option: place_region_0_front_270
Reading in option: place_region_1_top_0
Reading in option: place_region_1_left_0
Reading in option: place_region_1_right_0
Reading in option: place_region_1_front_270
Reading in option: place_region_2_top_0
Reading in option: place_region_2_left_0
Reading in option: place_region_2_right_0
Reading in option: place_region_2_front_270
Creating MDP...
Synthesising Policy...
Step 0
State fingerprint: frozenset({('/column2', '/region_2'), ('/column1', '/region_1'), ('/column0', '/region_0')})
policy state State(column0: region_0, column1: region_1, column2: region_2)
policy value 30.834001705380636
State(column0: region_0, column1: region_1, column2: region_2)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 2176 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 3.12 seconds
[ERROR] Action ActionType.PICK failed for object /column1
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Step 2
State fingerprint: frozenset({('/column2', '/region_2'), ('/column1', '/region_1'), ('/column0', '/region_0')})
State has been visited before, stopping to avoid loops
policy state State(column0: region_0, column1: region_1, column2: region_2)
policy value 30.834001705380636
State(column0: region_0, column1: region_1, column2: region_2)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 2048 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 2.97 seconds
[ERROR] Action ActionType.PICK failed for object /column1
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Goal achieved: False
Goal region occupancy: ['None', 'None', 'None']
Number of actions: 2
Total task time: 0.002 sec
connected to simulation
simulation is explicitly stepped
Joint handles retrieved
State(column0: region_0, column1: region_1, column2: region_2)
Reading in option: pick_column0_top_0
Reading in option: pick_column0_left_0
Reading in option: pick_column0_right_0
Reading in option: pick_column0_front_270
Reading in option: pick_column1_top_0
Reading in option: pick_column1_left_0
Reading in option: pick_column1_right_0
Reading in option: pick_column1_front_270
Reading in option: pick_column2_top_0
Reading in option: pick_column2_left_0
Reading in option: pick_column2_right_0
Reading in option: pick_column2_front_270
Reading in option: place_goal_0_top_0
Reading in option: place_goal_0_left_0
Reading in option: place_goal_0_right_0
Reading in option: place_goal_0_front_270
Reading in option: place_goal_1_top_0
Reading in option: place_goal_1_left_0
Reading in option: place_goal_1_right_0
Reading in option: place_goal_1_front_270
Reading in option: place_goal_2_top_0
Reading in option: place_goal_2_left_0
Reading in option: place_goal_2_right_0
Reading in option: place_goal_2_front_270
Reading in option: place_region_0_top_0
Reading in option: place_region_0_left_0
Reading in option: place_region_0_right_0
Reading in option: place_region_0_front_270
Reading in option: place_region_1_top_0
Reading in option: place_region_1_left_0
Reading in option: place_region_1_right_0
Reading in option: place_region_1_front_270
Reading in option: place_region_2_top_0
Reading in option: place_region_2_left_0
Reading in option: place_region_2_right_0
Reading in option: place_region_2_front_270
Creating MDP...
Synthesising Policy...
Step 0
State fingerprint: frozenset({('/column2', '/region_2'), ('/column1', '/region_1'), ('/column0', '/region_0')})
policy state State(column0: region_0, column1: region_1, column2: region_2)
policy value 30.834001705380636
State(column0: region_0, column1: region_1, column2: region_2)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 2368 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 2.61 seconds
[ERROR] Action ActionType.PICK failed for object /column1
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Step 2
State fingerprint: frozenset({('/column2', '/region_2'), ('/column1', '/region_1'), ('/column0', '/region_0')})
State has been visited before, stopping to avoid loops
policy state State(column0: region_0, column1: region_1, column2: region_2)
policy value 30.834001705380636
State(column0: region_0, column1: region_1, column2: region_2)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 2304 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 2.28 seconds
[ERROR] Action ActionType.PICK failed for object /column1
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Goal achieved: False
Goal region occupancy: ['None', 'None', 'None']
Number of actions: 2
Total task time: 0.002 sec
connected to simulation
simulation is explicitly stepped
Joint handles retrieved
State(column0: region_0, column1: region_1, column2: region_2)
Reading in option: pick_column0_top_0
Reading in option: pick_column0_left_0
Reading in option: pick_column0_right_0
Reading in option: pick_column0_front_270
Reading in option: pick_column1_top_0
Reading in option: pick_column1_left_0
Reading in option: pick_column1_right_0
Reading in option: pick_column1_front_270
Reading in option: pick_column2_top_0
Reading in option: pick_column2_left_0
Reading in option: pick_column2_right_0
Reading in option: pick_column2_front_270
Reading in option: place_goal_0_top_0
Reading in option: place_goal_0_left_0
Reading in option: place_goal_0_right_0
Reading in option: place_goal_0_front_270
Reading in option: place_goal_1_top_0
Reading in option: place_goal_1_left_0
Reading in option: place_goal_1_right_0
Reading in option: place_goal_1_front_270
Reading in option: place_goal_2_top_0
Reading in option: place_goal_2_left_0
Reading in option: place_goal_2_right_0
Reading in option: place_goal_2_front_270
Reading in option: place_region_0_top_0
Reading in option: place_region_0_left_0
Reading in option: place_region_0_right_0
Reading in option: place_region_0_front_270
Reading in option: place_region_1_top_0
Reading in option: place_region_1_left_0
Reading in option: place_region_1_right_0
Reading in option: place_region_1_front_270
Reading in option: place_region_2_top_0
Reading in option: place_region_2_left_0
Reading in option: place_region_2_right_0
Reading in option: place_region_2_front_270
Creating MDP...
Synthesising Policy...
Step 0
State fingerprint: frozenset({('/column2', '/region_2'), ('/column1', '/region_1'), ('/column0', '/region_0')})
policy state State(column0: region_0, column1: region_1, column2: region_2)
policy value 30.834001705380636
State(column0: region_0, column1: region_1, column2: region_2)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 2432 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 2.68 seconds
[ERROR] Action ActionType.PICK failed for object /column1
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Step 2
State fingerprint: frozenset({('/column2', '/region_2'), ('/column1', '/region_1'), ('/column0', '/region_0')})
State has been visited before, stopping to avoid loops
policy state State(column0: region_0, column1: region_1, column2: region_2)
policy value 30.834001705380636
State(column0: region_0, column1: region_1, column2: region_2)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 2944 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 3.16 seconds
[ERROR] Action ActionType.PICK failed for object /column1
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Goal achieved: False
Goal region occupancy: ['None', 'None', 'None']
Number of actions: 2
Total task time: 0.002 sec
connected to simulation
simulation is explicitly stepped
Joint handles retrieved
State(column0: region_0, column1: region_1, column2: region_2)
Reading in option: pick_column0_top_0
Reading in option: pick_column0_left_0
Reading in option: pick_column0_right_0
Reading in option: pick_column0_front_270
Reading in option: pick_column1_top_0
Reading in option: pick_column1_left_0
Reading in option: pick_column1_right_0
Reading in option: pick_column1_front_270
Reading in option: pick_column2_top_0
Reading in option: pick_column2_left_0
Reading in option: pick_column2_right_0
Reading in option: pick_column2_front_270
Reading in option: place_goal_0_top_0
Reading in option: place_goal_0_left_0
Reading in option: place_goal_0_right_0
Reading in option: place_goal_0_front_270
Reading in option: place_goal_1_top_0
Reading in option: place_goal_1_left_0
Reading in option: place_goal_1_right_0
Reading in option: place_goal_1_front_270
Reading in option: place_goal_2_top_0
Reading in option: place_goal_2_left_0
Reading in option: place_goal_2_right_0
Reading in option: place_goal_2_front_270
Reading in option: place_region_0_top_0
Reading in option: place_region_0_left_0
Reading in option: place_region_0_right_0
Reading in option: place_region_0_front_270
Reading in option: place_region_1_top_0
Reading in option: place_region_1_left_0
Reading in option: place_region_1_right_0
Reading in option: place_region_1_front_270
Reading in option: place_region_2_top_0
Reading in option: place_region_2_left_0
Reading in option: place_region_2_right_0
Reading in option: place_region_2_front_270
Creating MDP...
Synthesising Policy...
Step 0
State fingerprint: frozenset({('/column2', '/region_2'), ('/column1', '/region_1'), ('/column0', '/region_0')})
policy state State(column0: region_0, column1: region_1, column2: region_2)
policy value 30.834001705380636
State(column0: region_0, column1: region_1, column2: region_2)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 1920 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 2.34 seconds
[ERROR] Action ActionType.PICK failed for object /column1
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Step 2
State fingerprint: frozenset({('/column2', '/region_2'), ('/column1', '/region_1'), ('/column0', '/region_0')})
State has been visited before, stopping to avoid loops
policy state State(column0: region_0, column1: region_1, column2: region_2)
policy value 30.834001705380636
State(column0: region_0, column1: region_1, column2: region_2)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 2432 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 2.34 seconds
[ERROR] Action ActionType.PICK failed for object /column1
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Goal achieved: False
Goal region occupancy: ['None', 'None', 'None']
Number of actions: 2
Total task time: 0.002 sec
connected to simulation
simulation is explicitly stepped
Joint handles retrieved
State(column0: region_0, column1: region_1, column2: region_2)
Reading in option: pick_column0_top_0
Reading in option: pick_column0_left_0
Reading in option: pick_column0_right_0
Reading in option: pick_column0_front_270
Reading in option: pick_column1_top_0
Reading in option: pick_column1_left_0
Reading in option: pick_column1_right_0
Reading in option: pick_column1_front_270
Reading in option: pick_column2_top_0
Reading in option: pick_column2_left_0
Reading in option: pick_column2_right_0
Reading in option: pick_column2_front_270
Reading in option: place_goal_0_top_0
Reading in option: place_goal_0_left_0
Reading in option: place_goal_0_right_0
Reading in option: place_goal_0_front_270
Reading in option: place_goal_1_top_0
Reading in option: place_goal_1_left_0
Reading in option: place_goal_1_right_0
Reading in option: place_goal_1_front_270
Reading in option: place_goal_2_top_0
Reading in option: place_goal_2_left_0
Reading in option: place_goal_2_right_0
Reading in option: place_goal_2_front_270
Reading in option: place_region_0_top_0
Reading in option: place_region_0_left_0
Reading in option: place_region_0_right_0
Reading in option: place_region_0_front_270
Reading in option: place_region_1_top_0
Reading in option: place_region_1_left_0
Reading in option: place_region_1_right_0
Reading in option: place_region_1_front_270
Reading in option: place_region_2_top_0
Reading in option: place_region_2_left_0
Reading in option: place_region_2_right_0
Reading in option: place_region_2_front_270
Creating MDP...
Synthesising Policy...
Step 0
State fingerprint: frozenset({('/column2', '/region_2'), ('/column1', '/region_1'), ('/column0', '/region_0')})
policy state State(column0: region_0, column1: region_1, column2: region_2)
policy value 30.834001705380636
State(column0: region_0, column1: region_1, column2: region_2)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 1792 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 2.01 seconds
[ERROR] Action ActionType.PICK failed for object /column1
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Step 2
State fingerprint: frozenset({('/column2', '/region_2'), ('/column1', '/region_1'), ('/column0', '/region_0')})
State has been visited before, stopping to avoid loops
policy state State(column0: region_0, column1: region_1, column2: region_2)
policy value 30.834001705380636
State(column0: region_0, column1: region_1, column2: region_2)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 2304 potential configurations.
[WARN] No valid configuration found (all tested configs invalid).
[EXEC] Action ActionType.PICK executed in 2.28 seconds
[ERROR] Action ActionType.PICK failed for object /column1
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 13
Action failed, stopping. Time elapsed: 0.001
Goal achieved: False
Goal region occupancy: ['None', 'None', 'None']
Number of actions: 2
Total task time: 0.002 sec
connected to simulation
simulation is explicitly stepped
Joint handles retrieved
State(column0: region_0, column1: region_1, column2: region_2)
Reading in option: pick_column0_top_0
Reading in option: pick_column0_left_0
Reading in option: pick_column0_right_0
Reading in option: pick_column0_front_270
Reading in option: pick_column1_top_0
Reading in option: pick_column1_left_0
Reading in option: pick_column1_right_0
Reading in option: pick_column1_front_270
Reading in option: pick_column2_top_0
Reading in option: pick_column2_left_0
Reading in option: pick_column2_right_0
Reading in option: pick_column2_front_270
Reading in option: place_goal_0_top_0
Reading in option: place_goal_0_left_0
Reading in option: place_goal_0_right_0
Reading in option: place_goal_0_front_270
Reading in option: place_goal_1_top_0
Reading in option: place_goal_1_left_0
Reading in option: place_goal_1_right_0
Reading in option: place_goal_1_front_270
Reading in option: place_goal_2_top_0
Reading in option: place_goal_2_left_0
Reading in option: place_goal_2_right_0
Reading in option: place_goal_2_front_270
Reading in option: place_region_0_top_0
Reading in option: place_region_0_left_0
Reading in option: place_region_0_right_0
Reading in option: place_region_0_front_270
Reading in option: place_region_1_top_0
Reading in option: place_region_1_left_0
Reading in option: place_region_1_right_0
Reading in option: place_region_1_front_270
Reading in option: place_region_2_top_0
